P_ProfileID,PortfolioID,PlanType
11710844,11710844-2,RRSP-REG
11710859,11710859-2,RRSP-REG
11711037,11711037-1,RRSP-REG
11711719,11711719-1,RRSP-REG
11711785,11711785-1,RRSP-REG
11712170,11712170-3,RRSP-REG
11713149,11713149-1,RRSP-REG
11713347,11713347-1,RRSP-REG
11713686,11713686-2,RRSP-REG
11713944,11713944-2,RRSP-REG
11714645,11714645-1,RRSP-REG
11715446,11715446-2,RRSP-REG
11716090,11716090-1,RRSP-REG
11716267,11716267-1,RRSP-REG
11716535,11716535-2,RRSP-REG
11717824,11717824-1,RRSP-REG
11718478,11718478-3,RRSP-REG
11718656,11718656-1,RRSP-REG
11719139,11719139-1,RRSP-REG
11719360,11719360-2,RRSP-REG
11719861,11719861-1,RRSP-REG
11720072,11720072-1,RRSP-REG
11720094,11720094-1,RRSP-REG
11720129,11720129-1,RRSP-REG
11720488,11720488-2,RRSP-REG
11720544,11720544-2,RRSP-REG
11720855,11720855-2,RRSP-REG
11720886,11720886-2,RRSP-REG
11721149,11721149-3,RRSP-REG
11721347,11721347-2,RRSP-REG
11722170,11722170-1,RRSP-REG
11722485,11722485-2,RRSP-REG
11722756,11722756-1,RRSP-REG
11723687,11723687-2,RRSP-REG
11724889,11724889-2,RRSP-REG
11725102,11725102-1,RRSP-REG
11725183,11725183-1,RRSP-REG
11725215,11725215-1,RRSP-REG
11725771,11725771-2,RRSP-REG
11726078,11726078-1,RRSP-REG
11726390,11726390-2,RRSP-REG
11727110,11727110-2,RRSP-REG
11727187,11727187-2,RRSP-REG
11727822,11727822-1,RRSP-REG
11728705,11728705-1,RRSP-REG
11729498,11729498-1,RRSP-REG
11730216,11730216-2,RRSP-REG
11730925,11730925-3,RRSP-REG
11730927,11730927-1,RRSP-REG
11731085,11731085-2,RRSP-REG
11732713,11732713-1,RRSP-REG
11732907,11732907-3,RRSP-REG
11734366,11734366-2,RRSP-REG
11734555,11734555-1,RRSP-REG
11734565,11734565-2,RRSP-REG
11734663,11734663-1,RRSP-REG
11734759,11734759-1,RRSP-REG
11734762,11734762-2,RRSP-REG
11735109,11735109-1,RRSP-REG
11735176,11735176-1,RRSP-REG
11735204,11735204-2,RRSP-REG
11735295,11735295-3,RRSP-REG
11735343,11735343-1,RRSP-REG
11735793,11735793-2,RRSP-REG
11736370,11736370-1,RRSP-REG
11736754,11736754-1,RRSP-REG
11736913,11736913-1,RRSP-REG
11737061,11737061-1,RRSP-REG
11737218,11737218-1,RRSP-REG
11737318,11737318-1,RRSP-REG
11737320,11737320-1,RRSP-REG
11737601,11737601-2,RRSP-REG
11737871,11737871-2,RRSP-REG
117382,117382-2,RRSP-REG
11739228,11739228-3,RRSP-REG
11739398,11739398-1,RRSP-REG
11739465,11739465-1,RRSP-REG
117395,117395-1,RRSP-REG
11739585,11739585-1,RRSP-REG
11739720,11739720-2,RRSP-REG
11740014,11740014-2,RRSP-REG
11740247,11740247-1,RRSP-REG
11740464,11740464-1,RRSP-REG
11746679,11746679-2,RRSP-REG
11747323,11747323-2,RRSP-REG
11747548,11747548-1,RRSP-REG
11747584,11747584-1,RRSP-REG
11747760,11747760-2,RRSP-REG
11748092,11748092-1,RRSP-REG
11748117,11748117-1,RRSP-REG
11748202,11748202-1,RRSP-REG
11749044,11749044-1,RRSP-REG
11749049,11749049-1,RRSP-REG
11749383,11749383-1,RRSP-REG
11749412,11749412-2,RRSP-REG
11749473,11749473-1,RRSP-REG
11749746,11749746-1,RRSP-REG
11749846,11749846-2,RRSP-REG
11750016,11750016-2,RRSP-REG
11750147,11750147-1,RRSP-REG
11750891,11750891-1,RRSP-REG
11751083,11751083-2,RRSP-REG
11751657,11751657-1,RRSP-REG
11751842,11751842-2,RRSP-REG
11752048,11752048-1,RRSP-REG
11752148,11752148-2,RRSP-REG
11752246,11752246-1,RRSP-REG
11752631,11752631-1,RRSP-REG
11752669,11752669-1,RRSP-REG
11754330,11754330-2,RRSP-REG
11754827,11754827-3,RRSP-REG
11754874,11754874-2,RRSP-REG
11755178,11755178-2,RRSP-REG
11755496,11755496-1,RRSP-REG
11755999,11755999-1,RRSP-REG
11756002,11756002-1,RRSP-REG
11756070,11756070-1,RRSP-REG
11756472,11756472-1,RRSP-REG
11756555,11756555-1,RRSP-REG
11756841,11756841-1,RRSP-REG
11757267,11757267-2,RRSP-REG
11758147,11758147-2,RRSP-REG
11758405,11758405-1,RRSP-REG
11758637,11758637-2,RRSP-REG
11758861,11758861-1,RRSP-REG
11759078,11759078-2,RRSP-REG
11759488,11759488-1,RRSP-REG
1175998,1175998-1,RRSP-REG
11760099,11760099-2,RRSP-REG
1176018,1176018-1,RRSP-REG
117604,117604-1,RRSP-REG
11760436,11760436-1,RRSP-REG
11760486,11760486-2,RRSP-REG
11760515,11760515-1,RRSP-REG
1176066,1176066-1,RRSP-REG
11760958,11760958-2,RRSP-REG
1176105,1176105-1,RRSP-REG
11761113,11761113-1,RRSP-REG
11761151,11761151-1,RRSP-REG
11762045,11762045-1,RRSP-REG
11762073,11762073-2,RRSP-REG
11762187,11762187-1,RRSP-REG
11762336,11762336-2,RRSP-REG
11762547,11762547-1,RRSP-REG
11762613,11762613-1,RRSP-REG
11762851,11762851-2,RRSP-REG
11762853,11762853-1,RRSP-REG
11763935,11763935-2,RRSP-REG
11764126,11764126-3,RRSP-REG
11764168,11764168-1,RRSP-REG
11764387,11764387-1,RRSP-REG
11764851,11764851-1,RRSP-REG
11765866,11765866-1,RRSP-REG
11765917,11765917-2,RRSP-REG
11766018,11766018-3,RRSP-REG
1176618,1176618-1,RRSP-REG
1176618,1176618-2,RRSP-REG
11766560,11766560-2,RRSP-REG
11766721,11766721-2,RRSP-REG
11767677,11767677-2,RRSP-REG
11767812,11767812-1,RRSP-REG
11769136,11769136-1,RRSP-REG
11769305,11769305-2,RRSP-REG
11770211,11770211-1,RRSP-REG
11770301,11770301-2,RRSP-REG
1177133,1177133-1,RRSP-REG
1177133,1177133-2,RRSP-REG
11771473,11771473-1,RRSP-REG
11772871,11772871-2,RRSP-REG
11773347,11773347-1,RRSP-REG
1177339,1177339-1,RRSP-REG
1177359,1177359-1,RRSP-REG
11773883,11773883-1,RRSP-REG
11773937,11773937-1,RRSP-REG
11775313,11775313-4,RRSP-REG
11775388,11775388-2,RRSP-REG
11775450,11775450-2,RRSP-REG
11775666,11775666-1,RRSP-REG
1178003,1178003-1,RRSP-REG
1183498,1183498-1,RRSP-REG
1184873,1184873-1,RRSP-REG
118595,118595-1,RRSP-REG
118667,118667-1,RRSP-REG
118912,118912-1,RRSP-REG
11915591,11915591-1,RRSP-REG
120218,120218-1,RRSP-REG
1208274,1208274-1,RRSP-REG
121982,121982-1,RRSP-REG
1221292,1221292-1,RRSP-REG
1221388,1221388-1,RRSP-REG
1221637,1221637-1,RRSP-REG
122200,122200-1,RRSP-REG
1222606,1222606-1,RRSP-REG
1222717,1222717-1,RRSP-REG
1222816,1222816-1,RRSP-REG
1222857,1222857-1,RRSP-REG
1223379,1223379-1,RRSP-REG
1223549,1223549-1,RRSP-REG
1223967,1223967-1,RRSP-REG
1224222,1224222-1,RRSP-REG
1224700,1224700-1,RRSP-REG
1224757,1224757-1,RRSP-REG
122484,122484-1,RRSP-REG
1226235,1226235-1,RRSP-REG
1226458,1226458-1,RRSP-REG
1227370,1227370-1,RRSP-REG
1228138,1228138-1,RRSP-REG
1228352,1228352-1,RRSP-REG
123271,123271-1,RRSP-REG
123437,123437-1,RRSP-REG
123500,123500-1,RRSP-REG
123574,123574-1,RRSP-REG
123830,123830-1,RRSP-REG
124061,124061-1,RRSP-REG
125049,125049-1,RRSP-REG
125063,125063-1,RRSP-REG
125353,125353-1,RRSP-REG
12537,12537-1,RRSP-REG
126168,126168-1,RRSP-REG
128317,128317-1,RRSP-REG
12866,12866-1,RRSP-REG
129146,129146-1,RRSP-REG
130464,130464-2,RRSP-REG
130574,130574-1,RRSP-REG
130606,130606-1,RRSP-REG
130946,130946-2,RRSP-REG
131078,131078-1,RRSP-REG
131377,131377-1,RRSP-REG
132541,132541-1,RRSP-REG
133105,133105-1,RRSP-REG
133306,133306-1,RRSP-REG
133799,133799-1,RRSP-REG
133866,133866-1,RRSP-REG
134079,134079-1,RRSP-REG
134195,134195-1,RRSP-REG
135102,135102-1,RRSP-REG
135571,135571-1,RRSP-REG
137756,137756-1,RRSP-REG
138549,138549-1,RRSP-REG
139106,139106-1,RRSP-REG
139464,139464-1,RRSP-REG
14012,14012-1,RRSP-REG
140626,140626-1,RRSP-REG
141156,141156-1,RRSP-REG
141868,141868-1,RRSP-REG
141905,141905-1,RRSP-REG
142570,142570-1,RRSP-REG
143157,143157-1,RRSP-REG
143485,143485-1,RRSP-REG
143539,143539-1,RRSP-REG
144472,144472-1,RRSP-REG
144768,144768-1,RRSP-REG
146159,146159-1,RRSP-REG
146169,146169-1,RRSP-REG
14693,14693-1,RRSP-REG
14746,14746-1,RRSP-REG
149151,149151-1,RRSP-REG
149488,149488-1,RRSP-REG
149494,149494-1,RRSP-REG
149668,149668-1,RRSP-REG
150415,150415-1,RRSP-REG
151966,151966-1,RRSP-REG
154145,154145-1,RRSP-REG
156017,156017-2,RRSP-REG
156018,156018-2,RRSP-REG
156109,156109-1,RRSP-REG
156112,156112-1,RRSP-REG
157472,157472-1,RRSP-REG
158614,158614-1,RRSP-REG
158884,158884-2,RRSP-REG
160040,160040-1,RRSP-REG
160093,160093-1,RRSP-REG
160446,160446-1,RRSP-REG
160629,160629-1,RRSP-REG
160841,160841-1,RRSP-REG
161053,161053-1,RRSP-REG
16192,16192-1,RRSP-REG
161982,161982-1,RRSP-REG
162304,162304-1,RRSP-REG
162371,162371-1,RRSP-REG
163601,163601-1,RRSP-REG
163671,163671-1,RRSP-REG
163844,163844-1,RRSP-REG
164856,164856-1,RRSP-REG
164869,164869-1,RRSP-REG
164990,164990-1,RRSP-REG
165088,165088-1,RRSP-REG
166925,166925-1,RRSP-REG
167593,167593-1,RRSP-REG
168106,168106-1,RRSP-REG
168121,168121-1,RRSP-REG
168570,168570-1,RRSP-REG
168574,168574-1,RRSP-REG
168683,168683-1,RRSP-REG
168978,168978-1,RRSP-REG
169644,169644-1,RRSP-REG
16985,16985-1,RRSP-REG
170393,170393-1,RRSP-REG
170538,170538-1,RRSP-REG
17067,17067-1,RRSP-REG
171144,171144-1,RRSP-REG
171235,171235-1,RRSP-REG
171264,171264-1,RRSP-REG
172975,172975-1,RRSP-REG
173099,173099-1,RRSP-REG
173251,173251-1,RRSP-REG
17336,17336-1,RRSP-REG
173616,173616-1,RRSP-REG
173938,173938-1,RRSP-REG
174608,174608-1,RRSP-REG
17469,17469-1,RRSP-REG
175281,175281-1,RRSP-REG
177182,177182-1,RRSP-REG
177241,177241-1,RRSP-REG
177426,177426-1,RRSP-REG
178996,178996-1,RRSP-REG
179222,179222-1,RRSP-REG
179303,179303-1,RRSP-REG
179706,179706-1,RRSP-REG
179997,179997-1,RRSP-REG
180366,180366-1,RRSP-REG
180367,180367-1,RRSP-REG
180483,180483-1,RRSP-REG
18100420,18100420-1,RRSP-REG
18100527,18100527-1,RRSP-REG
18100535,18100535-1,RRSP-REG
18100549,18100549-1,RRSP-REG
18100576,18100576-1,RRSP-REG
18100734,18100734-1,RRSP-REG
18100881,18100881-1,RRSP-REG
18101251,18101251-1,RRSP-REG
18101952,18101952-1,RRSP-REG
18102050,18102050-1,RRSP-REG
18102825,18102825-1,RRSP-REG
18103293,18103293-1,RRSP-REG
18104162,18104162-1,RRSP-REG
18104207,18104207-1,RRSP-REG
18104546,18104546-1,RRSP-REG
18104560,18104560-1,RRSP-REG
18104926,18104926-1,RRSP-REG
18105898,18105898-1,RRSP-REG
18106083,18106083-1,RRSP-REG
18106259,18106259-1,RRSP-REG
18106370,18106370-1,RRSP-REG
18106428,18106428-1,RRSP-REG
18106484,18106484-1,RRSP-REG
18106647,18106647-1,RRSP-REG
18106701,18106701-1,RRSP-REG
18106776,18106776-1,RRSP-REG
18106819,18106819-1,RRSP-REG
18107069,18107069-1,RRSP-REG
18107100,18107100-1,RRSP-REG
18107103,18107103-1,RRSP-REG
18107119,18107119-1,RRSP-REG
18107124,18107124-1,RRSP-REG
18107173,18107173-1,RRSP-REG
18107216,18107216-2,RRSP-REG
18107223,18107223-1,RRSP-REG
18107273,18107273-1,RRSP-REG
18107274,18107274-1,RRSP-REG
18107303,18107303-1,RRSP-REG
18107420,18107420-1,RRSP-REG
18107422,18107422-1,RRSP-REG
18107449,18107449-1,RRSP-REG
18107475,18107475-1,RRSP-REG
18107498,18107498-1,RRSP-REG
18107556,18107556-1,RRSP-REG
18107612,18107612-1,RRSP-REG
18107733,18107733-1,RRSP-REG
18107828,18107828-1,RRSP-REG
18107841,18107841-1,RRSP-REG
18107850,18107850-1,RRSP-REG
18107967,18107967-1,RRSP-REG
18107976,18107976-1,RRSP-REG
18107992,18107992-1,RRSP-REG
18108124,18108124-1,RRSP-REG
18108133,18108133-1,RRSP-REG
18108198,18108198-1,RRSP-REG
18108313,18108313-1,RRSP-REG
18108315,18108315-1,RRSP-REG
18108332,18108332-1,RRSP-REG
18108402,18108402-1,RRSP-REG
18108469,18108469-1,RRSP-REG
18108527,18108527-1,RRSP-REG
18108586,18108586-1,RRSP-REG
18108666,18108666-1,RRSP-REG
18108733,18108733-1,RRSP-REG
18108765,18108765-1,RRSP-REG
18108782,18108782-1,RRSP-REG
18108910,18108910-1,RRSP-REG
181483,181483-2,RRSP-REG
181546,181546-1,RRSP-REG
183380,183380-1,RRSP-REG
