P_ProfileID,PortfolioID,PlanType
11469450,1069634-1,RRSP-REG
1146949,1070419-1,RRSP-REG
114712,1070419-1,RRSP-REG
11471238,1070419-1,RRSP-REG
11471305,1070419-1,RRSP-REG
11471330,1070419-1,RRSP-REG
11471604,1070419-1,RRSP-REG
11472186,1070419-1,RRSP-REG
11472321,1070419-1,RRSP-REG
11472973,1070419-1,RRSP-REG
11473508,1071634-1,RRSP-REG
11473595,1071634-1,RRSP-REG
11473742,1071634-1,RRSP-REG
11473813,1074850-1,RRSP-REG
11474002,1079881-2,RRSP-REG
11475014,1080123-1,RRSP-REG
11475437,1080388-1,RRSP-REG
11475751,1080388-1,RRSP-REG
11475961,1080388-1,RRSP-REG
11476691,1080388-1,RRSP-REG
1147693,1080403-1,RRSP-REG
11477178,1080625-1,RRSP-REG
11478054,1080930-2,RRSP-REG
11478114,1082713-1,RRSP-REG
11478843,1083433-1,RRSP-REG
11479091,1084513-1,RRSP-REG
1148000,1084689-1,RRSP-REG
11480510,108507-1,RRSP-REG
11481353,1085906-1,RRSP-REG
11481722,1085906-1,RRSP-REG
11482211,1088067-1,RRSP-REG
11483975,1088067-1,RRSP-REG
11484042,1088067-1,RRSP-REG
11484696,1089899-1,RRSP-REG
11484800,1090110-1,RRSP-REG
11485683,1090110-1,RRSP-REG
11486696,1090110-1,RRSP-REG
11486715,109299-1,RRSP-REG
11487321,1093798-1,RRSP-REG
11487328,1095459-1,RRSP-REG
11487348,1095459-1,RRSP-REG
11488803,1097716-2,RRSP-REG
11488847,1097716-1,RRSP-REG
11489516,1097730-1,RRSP-REG
11489659,1097919-1,RRSP-REG
11490862,1097919-1,RRSP-REG
11491094,109805-1,RRSP-REG
11491261,109805-1,RRSP-REG
11491954,109805-1,RRSP-REG
11492131,1098093-1,RRSP-REG
11492162,1098256-1,RRSP-REG
114923,1098532-1,RRSP-REG
11492333,1098592-1,RRSP-REG
11492382,109864-1,RRSP-REG
11492716,109864-1,RRSP-REG
11493296,1099120-1,RRSP-REG
11493689,1099120-1,RRSP-REG
11495901,1099504-1,RRSP-REG
11496288,1100176-1,RRSP-REG
11497619,1102356-4,RRSP-REG
11497709,11023944-2,RRSP-REG
11497847,11023944-2,RRSP-REG
11497966,1103034-1,RRSP-REG
11498004,1103169-1,RRSP-REG
11498993,1103169-1,RRSP-REG
11499039,1103219-1,RRSP-REG
11499561,1104221-1,RRSP-REG
11500271,11042493-1,RRSP-REG
11500638,1104256-1,RRSP-REG
11501032,11045943-1,RRSP-REG
11501260,11046560-1,RRSP-REG
11501725,11050495-1,RRSP-REG
11502043,11050495-1,RRSP-REG
11502433,11050495-1,RRSP-REG
11502481,11050495-1,RRSP-REG
11502499,11061084-2,RRSP-REG
11503683,110624-1,RRSP-REG
11504426,11064331-2,RRSP-REG
11505569,11067065-1,RRSP-REG
11505863,11067337-2,RRSP-REG
11506294,11067468-1,RRSP-REG
11506946,1106784-1,RRSP-REG
11507729,1106784-1,RRSP-REG
11510400,1106841-1,RRSP-REG
11511198,1106841-1,RRSP-REG
11511517,1106841-1,RRSP-REG
11511911,1106841-1,RRSP-REG
11512114,1106926-1,RRSP-REG
11512203,11069968-1,RRSP-REG
11512407,11071541-1,RRSP-REG
11512667,11072353-1,RRSP-REG
11513953,11075418-1,RRSP-REG
11514284,1107596-1,RRSP-REG
11514384,1107596-1,RRSP-REG
11515044,11077544-2,RRSP-REG
11516317,1107882-1,RRSP-REG
11516468,1107882-1,RRSP-REG
11516789,1107917-1,RRSP-REG
11516811,11079398-1,RRSP-REG
11518415,1108045-1,RRSP-REG
11519078,11080542-1,RRSP-REG
11519912,1108064-1,RRSP-REG
11520952,11082224-2,RRSP-REG
11521683,11083236-1,RRSP-REG
11521771,11083236-1,RRSP-REG
11522572,11083686-1,RRSP-REG
11522606,1108501-1,RRSP-REG
11522667,11085318-1,RRSP-REG
11522763,11085318-1,RRSP-REG
11522977,11085318-1,RRSP-REG
11522982,11085501-1,RRSP-REG
11523121,11085693-1,RRSP-REG
11523675,1108616-1,RRSP-REG
11523902,1108616-1,RRSP-REG
11524790,1108676-1,RRSP-REG
11526767,1108676-1,RRSP-REG
11527064,1108676-1,RRSP-REG
11527201,1108676-1,RRSP-REG
11527287,1108676-1,RRSP-REG
11527336,1108676-1,RRSP-REG
11527431,1108676-1,RRSP-REG
11527534,1108676-1,RRSP-REG
11527570,1108676-1,RRSP-REG
11528038,1108676-1,RRSP-REG
11528929,11086807-1,RRSP-REG
11529390,11086807-1,RRSP-REG
11529497,11086807-1,RRSP-REG
11538372,1108729-1,RRSP-REG
11539086,1108729-1,RRSP-REG
1153925,11087633-1,RRSP-REG
11539760,11088132-1,RRSP-REG
11540052,1108819-2,RRSP-REG
11540166,1109055-1,RRSP-REG
11540293,1109055-1,RRSP-REG
11540300,1109055-1,RRSP-REG
11540357,1109055-1,RRSP-REG
1154055,1109055-1,RRSP-REG
1154071,1109055-1,RRSP-REG
11542340,1109055-1,RRSP-REG
11542391,1109055-1,RRSP-REG
11542559,1109055-1,RRSP-REG
11542828,1109055-1,RRSP-REG
11543141,1109055-1,RRSP-REG
1154381,11091388-1,RRSP-REG
11544804,1109193-2,RRSP-REG
11545106,11092614-1,RRSP-REG
11545121,1109500-1,RRSP-REG
11545167,11095132-1,RRSP-REG
11545545,1109576-1,RRSP-REG
11546512,11096247-1,RRSP-REG
11546770,11096247-1,RRSP-REG
1154838,1109655-1,RRSP-REG
11549091,1109859-1,RRSP-REG
11549346,1109859-1,RRSP-REG
11549847,11098869-1,RRSP-REG
11550073,11098869-1,RRSP-REG
11550264,11100364-1,RRSP-REG
11550318,1110102-1,RRSP-REG
11550760,11102487-3,RRSP-REG
11550841,1110368-1,RRSP-REG
11551199,1110368-1,RRSP-REG
11551276,1110496-1,RRSP-REG
11551323,1110547-1,RRSP-REG
1155146,1110567-2,RRSP-REG
11552455,11106171-1,RRSP-REG
11552532,11106171-1,RRSP-REG
11553485,1110628-2,RRSP-REG
11553861,11108000-2,RRSP-REG
11553970,1110871-1,RRSP-REG
11554047,1110931-1,RRSP-REG
11554447,1110931-1,RRSP-REG
11554547,1110931-1,RRSP-REG
11554855,1110931-1,RRSP-REG
11555219,1110931-1,RRSP-REG
11555636,1110931-1,RRSP-REG
11555843,1110931-1,RRSP-REG
11556029,1111208-1,RRSP-REG
11556069,11112202-2,RRSP-REG
11556526,11112202-2,RRSP-REG
11557423,11112202-2,RRSP-REG
11558377,11112778-2,RRSP-REG
11558389,1111402-1,RRSP-REG
11559053,1111402-1,RRSP-REG
11559101,1111402-1,RRSP-REG
11559634,11116131-1,RRSP-REG
11560674,11116131-1,RRSP-REG
11561061,11116131-1,RRSP-REG
11561169,1111850-1,RRSP-REG
11561445,11118991-1,RRSP-REG
11562247,11118991-1,RRSP-REG
11563572,11118991-1,RRSP-REG
11564123,11118991-1,RRSP-REG
11564219,11119847-1,RRSP-REG
11564621,11120862-1,RRSP-REG
11566253,11122261-1,RRSP-REG
11567058,11122261-1,RRSP-REG
11567917,11125094-2,RRSP-REG
11567935,11125094-2,RRSP-REG
11568231,11125938-1,RRSP-REG
11568377,11125938-1,RRSP-REG
11568931,11127078-1,RRSP-REG
11569434,11127327-1,RRSP-REG
11569658,11128053-1,RRSP-REG
11570300,11128904-1,RRSP-REG
11571529,11135961-1,RRSP-REG
11572060,11135961-1,RRSP-REG
11572114,11136045-2,RRSP-REG
11572254,11136052-1,RRSP-REG
11573291,11136052-1,RRSP-REG
11573439,11136052-1,RRSP-REG
1157376,11136298-2,RRSP-REG
11574733,11136298-2,RRSP-REG
11574756,11136298-2,RRSP-REG
11574972,11136298-2,RRSP-REG
11575439,11136298-2,RRSP-REG
11575654,11136298-2,RRSP-REG
11575838,11136298-2,RRSP-REG
11575977,11136298-2,RRSP-REG
11576075,11137143-1,RRSP-REG
11577221,11138143-2,RRSP-REG
11577227,11138143-2,RRSP-REG
11578663,11138475-2,RRSP-REG
11579613,11138893-4,RRSP-REG
11579845,11138893-4,RRSP-REG
11579882,11138893-4,RRSP-REG
11580154,11138893-4,RRSP-REG
11581111,11139180-1,RRSP-REG
11581164,11142756-1,RRSP-REG
11581279,11145833-1,RRSP-REG
11581922,11146213-1,RRSP-REG
11582505,11146213-1,RRSP-REG
11582581,11146213-1,RRSP-REG
11582942,11146213-1,RRSP-REG
11583026,11146213-1,RRSP-REG
11583103,11147558-1,RRSP-REG
1158314,1114802-1,RRSP-REG
11583701,11149489-1,RRSP-REG
11585090,11149489-1,RRSP-REG
11585347,11149489-1,RRSP-REG
11585527,11149489-1,RRSP-REG
11585719,1114981-1,RRSP-REG
11585947,11152702-1,RRSP-REG
11586119,11152702-1,RRSP-REG
11586503,1115336-1,RRSP-REG
11586542,1115336-1,RRSP-REG
11586813,1115453-1,RRSP-REG
11587119,11156757-1,RRSP-REG
11587591,11156757-1,RRSP-REG
11588225,1116045-1,RRSP-REG
11588325,1116057-1,RRSP-REG
11588364,1116057-1,RRSP-REG
11588734,1116069-1,RRSP-REG
11588954,11163565-1,RRSP-REG
11589237,11164539-1,RRSP-REG
11589717,11164539-1,RRSP-REG
11590083,11164539-1,RRSP-REG
11590374,11164763-1,RRSP-REG
11590669,11167067-1,RRSP-REG
11593050,11167627-1,RRSP-REG
11593360,11167627-1,RRSP-REG
11593972,11167627-1,RRSP-REG
11595383,11169379-1,RRSP-REG
11595415,11169379-1,RRSP-REG
1159546,11169735-1,RRSP-REG
11596707,11171131-1,RRSP-REG
11597031,11171530-1,RRSP-REG
11597296,11172028-1,RRSP-REG
11597361,11172060-1,RRSP-REG
11597408,11172821-2,RRSP-REG
11597641,11173531-1,RRSP-REG
11597795,11173531-1,RRSP-REG
11597969,11173531-1,RRSP-REG
11598258,11173531-1,RRSP-REG
11598453,11173531-1,RRSP-REG
11598754,11173531-1,RRSP-REG
11599681,11174023-3,RRSP-REG
11600133,11174645-1,RRSP-REG
11600358,11175258-1,RRSP-REG
11600396,11176041-2,RRSP-REG
11601565,11176041-2,RRSP-REG
11601982,11176443-1,RRSP-REG
116023,1117650-1,RRSP-REG
11602529,1117719-1,RRSP-REG
11602578,1117719-1,RRSP-REG
11602678,1117719-1,RRSP-REG
11603488,1117733-1,RRSP-REG
11603559,1117863-1,RRSP-REG
11604189,1118070-1,RRSP-REG
11604320,1118643-1,RRSP-REG
1160442,1118726-1,RRSP-REG
11604645,1118726-1,RRSP-REG
11605218,1118755-1,RRSP-REG
11606175,1119000-3,RRSP-REG
1160672,11191995-2,RRSP-REG
11606753,1119229-1,RRSP-REG
11606838,1119229-1,RRSP-REG
11606903,1119341-1,RRSP-REG
11606915,1119657-1,RRSP-REG
11607113,1119905-1,RRSP-REG
11607310,1120018-4,RRSP-REG
11608835,1120026-2,RRSP-REG
11610379,11203059-1,RRSP-REG
11610770,1120336-1,RRSP-REG
11611102,1120344-1,RRSP-REG
11611978,1120344-1,RRSP-REG
11612101,11203748-1,RRSP-REG
11613005,11203765-1,RRSP-REG
11613340,11203790-2,RRSP-REG
11613880,11203790-2,RRSP-REG
11614270,11203790-2,RRSP-REG
116145,11204497-1,RRSP-REG
11615331,11206522-1,RRSP-REG
11615351,1120773-2,RRSP-REG
11616138,1120773-2,RRSP-REG
11616311,1120773-2,RRSP-REG
11617003,1120773-2,RRSP-REG
11618014,1120773-2,RRSP-REG
11619216,1120861-1,RRSP-REG
11619704,11208746-1,RRSP-REG
11619740,1120959-2,RRSP-REG
11620801,1120959-2,RRSP-REG
11620935,11211895-1,RRSP-REG
11621722,11211895-1,RRSP-REG
11622374,11211895-1,RRSP-REG
11622604,1121211-1,RRSP-REG
11622646,11212455-2,RRSP-REG
11623092,11213457-2,RRSP-REG
11623381,11213457-2,RRSP-REG
11624058,11213457-2,RRSP-REG
11624151,1121355-1,RRSP-REG
11624593,11213580-1,RRSP-REG
11625083,11214431-1,RRSP-REG
11625248,11214435-2,RRSP-REG
11625359,11214435-2,RRSP-REG
11625364,11215099-1,RRSP-REG
11625890,11215099-1,RRSP-REG
11626331,11216681-1,RRSP-REG
11626629,1121940-1,RRSP-REG
11627546,11220885-1,RRSP-REG
11627752,11220885-1,RRSP-REG
11628368,11221041-1,RRSP-REG
11628519,1122417-1,RRSP-REG
11628660,11225140-1,RRSP-REG
11628821,11225312-2,RRSP-REG
11629282,11226904-2,RRSP-REG
11629349,11226904-2,RRSP-REG
11629407,11227671-1,RRSP-REG
11629523,11228577-1,RRSP-REG
1163516,11228577-1,RRSP-REG
11639353,11228577-1,RRSP-REG
11640533,11228577-1,RRSP-REG
11641767,11229145-1,RRSP-REG
11643048,11229145-1,RRSP-REG
11643693,11229492-1,RRSP-REG
11644792,1123065-1,RRSP-REG
11644796,11231285-2,RRSP-REG
11645041,11231463-1,RRSP-REG
11646875,11233109-1,RRSP-REG
11647531,1123509-3,RRSP-REG
11648576,11235532-1,RRSP-REG
11648580,11236265-1,RRSP-REG
11648710,11236971-2,RRSP-REG
11649048,11236971-4,RRSP-REG
11649398,11239787-1,RRSP-REG
11650536,11241281-1,RRSP-REG
11650680,11241283-1,RRSP-REG
11651460,11244215-2,RRSP-REG
11651523,11245516-1,RRSP-REG
11651934,11245516-1,RRSP-REG
11651946,11247533-2,RRSP-REG
11652222,11248838-2,RRSP-REG
11652271,11248838-2,RRSP-REG
11652529,11248838-2,RRSP-REG
116530,11248838-2,RRSP-REG
11653441,11250725-1,RRSP-REG
11654441,11250725-1,RRSP-REG
11654751,11250725-1,RRSP-REG
11655366,11250725-1,RRSP-REG
11655630,11251593-1,RRSP-REG
11656734,11251593-1,RRSP-REG
11657176,11251593-1,RRSP-REG
11657611,11252320-1,RRSP-REG
11658032,11253106-1,RRSP-REG
11658857,11253970-1,RRSP-REG
11659175,11254285-1,RRSP-REG
11659191,11260058-1,RRSP-REG
11659308,11260658-1,RRSP-REG
11659493,11260658-1,RRSP-REG
11659619,11261170-1,RRSP-REG
11659860,11262173-1,RRSP-REG
11660033,11262502-1,RRSP-REG
11660065,11264634-1,RRSP-REG
11660104,11268026-2,RRSP-REG
11660990,11268841-2,RRSP-REG
11661223,11268841-2,RRSP-REG
11662112,11268841-2,RRSP-REG
11662307,11268841-2,RRSP-REG
11662479,11268841-2,RRSP-REG
11662761,11268942-1,RRSP-REG
11663320,11268981-1,RRSP-REG
11664963,11269193-2,RRSP-REG
11665175,11269862-1,RRSP-REG
1166525,11269862-1,RRSP-REG
11665388,11271109-1,RRSP-REG
11665475,11272487-2,RRSP-REG
11665591,11272536-2,RRSP-REG
11665796,11273040-1,RRSP-REG
11666036,11275829-1,RRSP-REG
11666545,11277644-1,RRSP-REG
11667056,11281799-1,RRSP-REG
11667121,11282701-1,RRSP-REG
11667881,11282967-1,RRSP-REG
11667922,11283557-1,RRSP-REG
11668158,11287757-2,RRSP-REG
11669029,11288685-1,RRSP-REG
11669113,11288970-2,RRSP-REG
11669828,11288970-2,RRSP-REG
11670375,11288970-2,RRSP-REG
11670633,11288970-2,RRSP-REG
11671472,1128952-1,RRSP-REG
11671517,11290950-1,RRSP-REG
11675420,11291777-2,RRSP-REG
11675580,11291874-1,RRSP-REG
11675780,11292413-1,RRSP-REG
11675827,11294171-1,RRSP-REG
11675946,11294171-1,RRSP-REG
11676648,11294171-1,RRSP-REG
11677698,11294464-1,RRSP-REG
11678021,11294464-1,RRSP-REG
11678207,11294464-1,RRSP-REG
11679166,11296652-1,RRSP-REG
11679610,1129787-1,RRSP-REG
11679930,11297955-1,RRSP-REG
11680075,11301608-2,RRSP-REG
11680114,11301608-2,RRSP-REG
11680234,11301673-1,RRSP-REG
11680781,11301673-1,RRSP-REG
11682315,11304109-1,RRSP-REG
11682507,1130842-1,RRSP-REG
11682604,1131016-1,RRSP-REG
11682658,1131016-1,RRSP-REG
11682882,1131016-1,RRSP-REG
11682975,1131016-1,RRSP-REG
11682983,1131190-1,RRSP-REG
11683707,1131190-1,RRSP-REG
11684239,1131190-1,RRSP-REG
11684984,1131304-2,RRSP-REG
11686335,11313496-1,RRSP-REG
11687538,11314591-1,RRSP-REG
11688717,11315095-1,RRSP-REG
11688817,11315273-2,RRSP-REG
11688851,11316291-2,RRSP-REG
11689260,11316291-2,RRSP-REG
11689393,11316291-2,RRSP-REG
11689651,1131689-2,RRSP-REG
11690868,11317111-1,RRSP-REG
11691156,11317111-1,RRSP-REG
11692364,11318141-2,RRSP-REG
11692608,11319359-1,RRSP-REG
11693123,1131970-1,RRSP-REG
11693796,11322375-1,RRSP-REG
11694000,11322375-1,RRSP-REG
11694108,11322383-1,RRSP-REG
11694802,11323739-1,RRSP-REG
11694810,11323920-1,RRSP-REG
11695104,11323920-1,RRSP-REG
11695889,11323920-1,RRSP-REG
11696191,11323920-1,RRSP-REG
11696588,11324391-2,RRSP-REG
11697639,11330627-2,RRSP-REG
11700222,11334450-1,RRSP-REG
11700725,11335885-2,RRSP-REG
11700815,11336031-1,RRSP-REG
11700914,11336401-1,RRSP-REG
11701357,11339214-2,RRSP-REG
11701579,11339214-2,RRSP-REG
11701667,11342143-1,RRSP-REG
11702336,11344447-1,RRSP-REG
11702747,11345717-1,RRSP-REG
11702988,11348236-2,RRSP-REG
11703251,11348236-2,RRSP-REG
11703358,11348364-1,RRSP-REG
11704405,11348400-2,RRSP-REG
11704748,11348400-2,RRSP-REG
11704916,11349606-1,RRSP-REG
11705328,11349874-1,RRSP-REG
11705557,11349889-1,RRSP-REG
11705611,11351129-1,RRSP-REG
11705645,11352659-2,RRSP-REG
11705953,11353272-1,RRSP-REG
11706743,11356753-1,RRSP-REG
11706754,11358610-2,RRSP-REG
11706799,11360955-2,RRSP-REG
11706906,11360955-2,RRSP-REG
11708068,11361428-1,RRSP-REG
11709344,113618-1,RRSP-REG
11709908,113618-1,RRSP-REG
11711567,113618-1,RRSP-REG
11711785,113618-1,RRSP-REG
11711925,11366579-1,RRSP-REG
11712771,11366788-1,RRSP-REG
11712885,11367622-1,RRSP-REG
11713082,11368996-1,RRSP-REG
11713347,11368996-1,RRSP-REG
11715375,11371604-1,RRSP-REG
11715569,11372622-2,RRSP-REG
117157,11372622-2,RRSP-REG
11716058,11372622-2,RRSP-REG
11716535,113785-1,RRSP-REG
11716841,1137850-1,RRSP-REG
11717059,1138119-1,RRSP-REG
11718478,1138119-1,RRSP-REG
11719357,1138119-1,RRSP-REG
11719360,1138119-1,RRSP-REG
11719482,1138204-2,RRSP-REG
11719612,1138397-1,RRSP-REG
11720094,1138397-1,RRSP-REG
11720855,1138572-1,RRSP-REG
11721155,11387932-3,RRSP-REG
11722751,1138865-1,RRSP-REG
11723890,1138865-1,RRSP-REG
11725539,11390132-2,RRSP-REG
11726710,1139072-1,RRSP-REG
11727110,1139072-1,RRSP-REG
11727822,1139072-1,RRSP-REG
117318,1139072-1,RRSP-REG
11735519,1139687-1,RRSP-REG
11735793,1139765-1,RRSP-REG
11736529,1139944-1,RRSP-REG
11736695,1139944-1,RRSP-REG
11737008,1139944-1,RRSP-REG
11737318,1139944-1,RRSP-REG
11737405,1139944-1,RRSP-REG
11738725,1139944-1,RRSP-REG
11738982,1139944-1,RRSP-REG
11739201,1140000-1,RRSP-REG
11740058,1140000-1,RRSP-REG
11740256,11400946-1,RRSP-REG
11740443,11400946-1,RRSP-REG
11740464,11400946-1,RRSP-REG
11740619,11400946-1,RRSP-REG
11740708,11400946-1,RRSP-REG
11741692,11400946-1,RRSP-REG
11741845,11400946-1,RRSP-REG
11742342,11400946-1,RRSP-REG
11742756,11400946-1,RRSP-REG
11743251,11401553-1,RRSP-REG
11743309,1140225-1,RRSP-REG
11743605,11402575-1,RRSP-REG
11744441,11403438-1,RRSP-REG
11744704,11403438-1,RRSP-REG
11745019,11403438-1,RRSP-REG
11747127,11403779-2,RRSP-REG
11747369,11405653-1,RRSP-REG
11747752,11383451-1,RRSP-REG
11748100,11383805-1,RRSP-REG
11748202,1138397-1,RRSP-REG
11749022,1138458-1,RRSP-REG
11749127,11384898-1,RRSP-REG
11749933,11385117-1,RRSP-REG
11750016,11385328-1,RRSP-REG
11750333,1138572-1,RRSP-REG
117508,11386086-2,RRSP-REG
11750884,11386525-1,RRSP-REG
11750946,11386896-1,RRSP-REG
11750956,11387029-1,RRSP-REG
11750966,1138711-2,RRSP-REG
11751604,11387932-3,RRSP-REG
11751612,1138797-1,RRSP-REG
11752192,11388465-2,RRSP-REG
11752203,1138865-1,RRSP-REG
11752246,11388854-2,RRSP-REG
11752631,11388857-1,RRSP-REG
11753467,1138931-1,RRSP-REG
11754874,11389758-1,RRSP-REG
11755496,11390091-1,RRSP-REG
11755501,11390132-2,RRSP-REG
11755948,11390313-1,RRSP-REG
11756070,1139033-1,RRSP-REG
11756992,11391266-1,RRSP-REG
11757269,11391377-1,RRSP-REG
11757642,11392009-1,RRSP-REG
11757721,11392673-1,RRSP-REG
11758816,11392702-1,RRSP-REG
11759239,11392877-2,RRSP-REG
11759538,11393024-1,RRSP-REG
11759868,11393678-2,RRSP-REG
11760007,11393917-2,RRSP-REG
11760239,11396078-1,RRSP-REG
11760481,11396146-1,RRSP-REG
11760483,1139687-1,RRSP-REG
11760891,1139700-1,RRSP-REG
11760942,11397285-2,RRSP-REG
11760958,1139739-1,RRSP-REG
11761113,1139765-1,RRSP-REG
1176127,1139780-1,RRSP-REG
11761984,11398188-2,RRSP-REG
11762118,11399355-1,RRSP-REG
11762283,11399416-2,RRSP-REG
11762381,1139944-1,RRSP-REG
11762483,1140000-1,RRSP-REG
11762491,11400420-1,RRSP-REG
11762500,11400946-1,RRSP-REG
1176254,11401392-1,RRSP-REG
11763014,11401553-1,RRSP-REG
11764168,11401581-1,RRSP-REG
11764314,1140225-1,RRSP-REG
11765231,11402575-1,RRSP-REG
11766083,11402579-1,RRSP-REG
11766471,11403438-1,RRSP-REG
11766575,11403779-2,RRSP-REG
11766655,11403803-2,RRSP-REG
11766693,11403867-1,RRSP-REG
11766838,11404210-1,RRSP-REG
11767423,11404417-1,RRSP-REG
11767505,11404516-1,RRSP-REG
11770465,1140468-1,RRSP-REG
11770624,11405653-1,RRSP-REG
11771347,1140617-1,RRSP-REG
11771560,11406413-1,RRSP-REG
11772020,1140692-2,RRSP-REG
11772872,11407289-1,RRSP-REG
1177331,11407708-2,RRSP-REG
1177339,11407824-1,RRSP-REG
11773898,11407850-1,RRSP-REG
11773961,1140797-1,RRSP-REG
11774042,11408024-1,RRSP-REG
11774074,11408164-1,RRSP-REG
11774264,1140828-1,RRSP-REG
11774545,11408427-1,RRSP-REG
11775246,11408460-2,RRSP-REG
11775789,11409074-2,RRSP-REG
11775821,11409127-1,RRSP-REG
11776817,11409168-1,RRSP-REG
11777077,11409397-1,RRSP-REG
11777131,1140964-1,RRSP-REG
11777508,1140980-1,RRSP-REG
11779220,1140993-1,RRSP-REG
11780088,11409994-2,RRSP-REG
11781755,1141113-1,RRSP-REG
11782479,11411166-2,RRSP-REG
1178373,11411243-1,RRSP-REG
11784218,1141182-1,RRSP-REG
11784363,11412062-1,RRSP-REG
11786757,1141219-1,RRSP-REG
11787315,1141280-1,RRSP-REG
11787405,1141304-2,RRSP-REG
11787814,1141318-1,RRSP-REG
11787863,11413343-2,RRSP-REG
11789668,1141434-1,RRSP-REG
11789793,11414388-2,RRSP-REG
11790490,11415387-2,RRSP-REG
11790672,1141584-1,RRSP-REG
11791227,1141616-1,RRSP-REG
11791366,1141627-1,RRSP-REG
11792949,11417584-2,RRSP-REG
11793175,1141772-1,RRSP-REG
11793356,1141789-2,RRSP-REG
11793453,11417978-1,RRSP-REG
11793716,1141831-1,RRSP-REG
11793974,11418571-1,RRSP-REG
11794369,11418751-1,RRSP-REG
11794753,1141877-1,RRSP-REG
11794824,1141891-1,RRSP-REG
11795408,1141973-1,RRSP-REG
11795480,11420021-2,RRSP-REG
11795510,1142111-1,RRSP-REG
11795675,1142401-2,RRSP-REG
11795991,1142593-1,RRSP-REG
11797794,1142623-1,RRSP-REG
11797867,1142631-1,RRSP-REG
11797982,1142728-1,RRSP-REG
11798228,1142771-1,RRSP-REG
11798459,11429604-1,RRSP-REG
11798742,1142974-1,RRSP-REG
11799725,11430020-1,RRSP-REG
11800765,1143007-1,RRSP-REG
11800874,1143021-1,RRSP-REG
11801084,11430572-1,RRSP-REG
11802027,11430589-1,RRSP-REG
11802478,11430674-2,RRSP-REG
11802916,11430866-1,RRSP-REG
11803424,11431096-2,RRSP-REG
11803464,11431127-1,RRSP-REG
11804500,11431174-1,RRSP-REG
11804819,1143167-1,RRSP-REG
11805489,11431791-1,RRSP-REG
11805905,11432087-1,RRSP-REG
11808041,11432134-1,RRSP-REG
11808252,11432416-1,RRSP-REG
11809349,1143269-1,RRSP-REG
11809407,11432725-2,RRSP-REG
11809771,11432937-1,RRSP-REG
11809938,11433373-2,RRSP-REG
11810720,11433476-1,RRSP-REG
11812270,11434158-2,RRSP-REG
11813224,11434375-2,RRSP-REG
11813757,11434433-1,RRSP-REG
11814676,11434456-2,RRSP-REG
11815364,11434842-2,RRSP-REG
11815371,11435497-1,RRSP-REG
11815647,11435591-1,RRSP-REG
11816061,11436362-1,RRSP-REG
11816284,1143642-1,RRSP-REG
11816326,11436494-1,RRSP-REG
11817150,11436639-2,RRSP-REG
11818117,11436868-1,RRSP-REG
11818157,1143726-1,RRSP-REG
11819554,11437586-1,RRSP-REG
11819701,11437701-2,RRSP-REG
11820469,11437847-2,RRSP-REG
11820688,11437870-2,RRSP-REG
11821162,11438312-1,RRSP-REG
11821293,11438527-1,RRSP-REG
11821334,11438538-2,RRSP-REG
11821861,11439403-1,RRSP-REG
11822195,11440958-1,RRSP-REG
11822412,11441288-1,RRSP-REG
11822526,11442781-1,RRSP-REG
11823465,11443048-1,RRSP-REG
11823478,11443500-2,RRSP-REG
11830544,11443996-1,RRSP-REG
11830768,11444113-1,RRSP-REG
11830803,11444284-1,RRSP-REG
11831270,1144458-1,RRSP-REG
11832357,11444609-1,RRSP-REG
11833809,11444976-1,RRSP-REG
11833852,11445610-1,RRSP-REG
1183395,11445709-1,RRSP-REG
11834242,11447754-1,RRSP-REG
11834434,11448252-2,RRSP-REG
11835433,11449013-2,RRSP-REG
11836439,1145000-1,RRSP-REG
11837071,1145008-1,RRSP-REG
11837920,11450284-2,RRSP-REG
11838562,11450656-2,RRSP-REG
11839215,11450663-4,RRSP-REG
11840278,11450930-1,RRSP-REG
11840313,11450956-1,RRSP-REG
11840377,11451211-1,RRSP-REG
11840566,11451213-1,RRSP-REG
11841097,1145129-1,RRSP-REG
11841311,11451606-1,RRSP-REG
11843291,11451860-1,RRSP-REG
11843683,11452465-1,RRSP-REG
11843906,11452851-1,RRSP-REG
11843926,1145291-1,RRSP-REG
11843956,1145305-1,RRSP-REG
11844100,11453054-2,RRSP-REG
11844155,11453082-1,RRSP-REG
11844358,11453282-1,RRSP-REG
11845540,1145336-1,RRSP-REG
11846846,11453659-1,RRSP-REG
11847028,11453684-1,RRSP-REG
11847421,11453713-1,RRSP-REG
11847494,11454039-1,RRSP-REG
11847617,11454079-1,RRSP-REG
11848040,1145486-1,RRSP-REG
11848277,11455205-1,RRSP-REG
11848471,11455236-1,RRSP-REG
11848954,11455778-1,RRSP-REG
11849176,11456131-1,RRSP-REG
11849311,11456257-2,RRSP-REG
11849673,11456658-1,RRSP-REG
11850006,11456749-1,RRSP-REG
11850458,11456781-1,RRSP-REG
11850540,11457486-1,RRSP-REG
11850934,11457859-1,RRSP-REG
11851229,11458459-1,RRSP-REG
11851384,11458544-1,RRSP-REG
11853250,11459557-2,RRSP-REG
11853292,11459735-1,RRSP-REG
11853478,11461774-1,RRSP-REG
11853582,11461777-2,RRSP-REG
11854215,11462078-1,RRSP-REG
11854272,11462546-1,RRSP-REG
11855771,11462954-3,RRSP-REG
